ID,Survey status,Preferred language,hWave : WAVE TRACKER - WAVE TRACKER,Consent to participate,Province,Province/region,Age group,Age group,Gender identity,Gender identity,"Q4_1 : I, or someone close to me, has tested positive for COVID-19 ","Q4_2 : I, or someone close to me, has had symptoms of COVID-19 but has not been tested ","Q4_3 : I, or someone close to me, has been tested for COVID-19 but it was negative","Q4_4 : I, or someone close to me, is elderly and/or has a health condition that increases the risk of serious illness from COVID-19 ",Q4_5 : I have a job that exposes me to high risk of getting COVID-19 ,Q4_6 : Someone close to me has a job that exposes them to high risk of getting COVID-19 ,Q4_99 : None of the above,Q5 : How worried are you about the impact of COVID-19 on your personal financial situation?,Q6 : How have physical distancing measures due to the COVID-19 pandemic affected your employment situation? ,"Q6b : On average, how has the number of hours you are working for pay been affected by the COVID-19 pandemic? ",Q7 : How worried are you that you or someone close to you (close relative or friend) will get ill from COVID-19?,"Q8x1 : P2W frequency - Feeling nervous, anxious or on edge",Q8x2 : P2W frequency - Not being able to stop or control worrying,Q8x3 : P2W frequency - Worrying too much about different things,Q8x4 : P2W frequency - Trouble relaxing,Q8x5 : P2W frequency - Being so restless that it?s hard to sit still,Q8x6 : P2W frequency - Becoming easily annoyed or irritable,Q8x7 : P2W frequency - Feeling afraid as if something awful might happen,"Q15 : During the PAST 7 DAYS, on how many days did you drink ALCOHOL?",Q16 : Q16 - On how many of the PAST 7 DAYS did you drink 4 or more  drinks on one occasion? ,"Q17 : In the PAST 7 DAYS, did you drink more ALCOHOL, about the same, or less alcohol overall than you did before the COVID-19 pandemic started?","Q18 : During the PAST 7 DAYS, on how many days did you use CANNABIS (also known as marijuana, hash, 'pot')?","Q19 : In the PAST 7 DAYS, did you use CANNABIS more often, about the same, or less often overall than you did before the COVID-19 pandemic started? ","Q20x1 : In the PAST 7 DAYS, how often have you felt depressed? ","Q20x2 : In the PAST 7 DAYS, how often have you felt lonely?","Q20x3 : In the PAST 7 DAYS, how often have you felt hopeful about the future? ","Q23 : Including yourself, how many people are currently living in your household?",Live alone or with others?,Q24_1 : How many children <6 years old live in your household?,Q24_2 : How many children between the ages of 6 and 12 years old live in your household?,Q24_3 : How many children between the ages of 12 and 17 years old live in your household?,Q24DK_96 : Prefer  not to answer the age of children living in my household,hChildren : Do you have children living in your household?,Q25 : What is the highest level of education you have completed?,Q26 : What is your current marital status?,Q27 : Which of the following best describes your racial or ethnic group? ,Q28 : Total household income received in the 2019 year before taxes?,hIncome : Total household income received in the 2019 year before taxes?,Q29 : Area you consider to be living in
167415,complete,English,2,"Yes, I agree to participate",Manitoba,SK/MN,18 to 29 years,18-39,Man,Male,0,0,0,1,1,1,0,Not very worried,"I have continued working, but now I am working from home instead of my usual location",No change,Not very worried,Several days,Not at all,Several days,Not at all,Several days,Not at all,Not at all,1,1,No change,0,Much less,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),3,Live with others,0,0,0,0,No Kids,Completed high school,Never married,"White (European, North American)","$140,000 or more",120k+,Urban area
75757,complete,English,2,"Yes, I agree to participate",Ontario,ON,30 to 39 years,18-39,Woman,Female,0,0,0,0,0,0,1,Very worried,"No change - I was not employed prior to the pandemic (e.g., retired, student, paid leave, recently graduated) and I have remained unemployed",,Very worried,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,2,0,Drink slightly more alcohol,I do not use cannabis,No change,Most or all of the time (5-7 days),Most or all of the time (5-7 days),Most or all of the time (5-7 days),4,Live with others,2,0,0,0,Kids,University diploma / degree,Married,"Asian ? East (e.g., Chinese, Japanese, Korean)","$100,000  -  $119,999",80-119k,Urban area
163270,complete,English,2,"Yes, I agree to participate",Quebec,QC/ATL,30 to 39 years,18-39,Woman,Female,0,0,0,0,0,0,1,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",No change,Somewhat worried,Several days,Several days,Several days,Not at all,Not at all,Not at all,Several days,5,2,Drink much less alcohol,0,No change,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),2,Live with others,0,0,0,0,No Kids,Completed high school,Never married,"Black (Africa, Caribbean, North American)","$60,000  -  $79,999",40-79k,Suburban area
67643,complete,English,2,"Yes, I agree to participate",Quebec,QC/ATL,30 to 39 years,18-39,Man,Male,0,0,0,0,0,0,1,Not very worried,"I have continued working, but now I am working from home instead of my usual location",No change,Somewhat worried,Several days,Not at all,Not at all,Several days,Not at all,Over half the days,Several days,5,0,Drink slightly more alcohol,0,No change,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),2,Live with others,0,0,0,0,No Kids,University diploma / degree,Married,Other,"$140,000 or more",120k+,Suburban area
111140,complete,English,2,"Yes, I agree to participate",Manitoba,SK/MN,18 to 29 years,18-39,Man,Male,0,0,0,0,0,0,1,Not very worried,"I have continued working, but now I am working from home instead of my usual location",No change,Not very worried,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,4,1,No change,0,No change,Rarely or none of the time (less than 1 day),Occasionally or a moderate amount of the time (3-4 days),Occasionally or a moderate amount of the time (3-4 days),2,Live with others,0,0,0,0,No Kids,University diploma / degree,Living with a partner,"White (European, North American)","$60,000  -  $79,999",40-79k,Suburban area
49505,complete,English,2,"Yes, I agree to participate",Alberta,AB,30 to 39 years,18-39,Man,Male,0,0,1,0,0,0,0,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",No change,Somewhat worried,Not at all,Not at all,Several days,Several days,Not at all,Several days,Several days,2,3,No change,0,No change,Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Occasionally or a moderate amount of the time (3-4 days),1,Live alone,,,,,No Kids,University diploma / degree,Never married,"White (European, North American)","$80,000  -  $99,999",80-119k,Urban area
179887,complete,English,2,"Yes, I agree to participate",Quebec,QC/ATL,30 to 39 years,18-39,Man,Male,0,0,0,0,0,0,1,Somewhat worried,"No change - I was not employed prior to the pandemic (e.g., retired, student, paid leave, recently graduated) and I have remained unemployed",,Somewhat worried,Several days,Several days,Several days,Several days,Several days,Several days,Not at all,0,,No change,0,No change,Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Occasionally or a moderate amount of the time (3-4 days),4,Live with others,2,0,0,0,Kids,University diploma / degree,Married,"Middle Eastern (e.g., Egyptian, Iranian, Lebanese)","$80,000  -  $99,999",80-119k,Suburban area
105794,complete,English,2,"Yes, I agree to participate",Alberta,AB,30 to 39 years,18-39,Man,Male,0,0,1,1,1,0,0,Very worried,"I have continued working, but now I am working from home instead of my usual location",Decreased a lot,Somewhat worried,Nearly every day,Several days,Several days,Over half the days,Several days,Over half the days,Several days,7,0,Drink much more alcohol,I do not use cannabis,No change,Occasionally or a moderate amount of the time (3-4 days),Occasionally or a moderate amount of the time (3-4 days),Rarely or none of the time (less than 1 day),3,Live with others,1,0,0,0,Kids,College diploma / degree,Married,"White (European, North American)","$140,000 or more",120k+,Suburban area
179153,complete,English,2,"Yes, I agree to participate",Alberta,AB,30 to 39 years,18-39,Man,Male,0,0,0,0,0,0,1,Somewhat worried,"I was previously not working/ laid off/let go due to the pandemic, but now I am back at work with the same or a new employer",Decreased a lot,Not very worried,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Not at all,0,,No change,0,Prefer  not to answer,Some or a little of the time (1-2 days),Most or all of the time (5-7 days),Some or a little of the time (1-2 days),1,Live alone,,,,,No Kids,University diploma / degree,Never married,"Asian ? East (e.g., Chinese, Japanese, Korean)","$40,000  -  $59,999",40-79k,Urban area
171907,complete,English,2,"Yes, I agree to participate",Manitoba,SK/MN,18 to 29 years,18-39,Woman,Female,0,0,0,0,0,0,1,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",Decreased somewhat,Not at all worried,Several days,Several days,Several days,Several days,Several days,Several days,Several days,0,,No change,0,No change,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),2,Live with others,0,0,0,0,No Kids,"Some post-high school education (college, technical, university, etc.)",Living with a partner,"White (European, North American)","$60,000  -  $79,999",40-79k,Suburban area
164043,complete,English,2,"Yes, I agree to participate",British Columbia,BC,30 to 39 years,18-39,Man,Male,0,1,1,1,0,0,0,Somewhat worried,"No change - I have continued working from home, as I always did",No change,Somewhat worried,Several days,Several days,Nearly every day,Over half the days,Several days,Over half the days,Several days,2,0,Drink slightly more alcohol,0,No change,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Occasionally or a moderate amount of the time (3-4 days),4,Live with others,0,0,0,0,No Kids,University diploma / degree,Married,"Asian ? East (e.g., Chinese, Japanese, Korean)",Prefer not to answer,Prefer not to answer,Suburban area
50252,complete,English,2,"Yes, I agree to participate",Quebec,QC/ATL,30 to 39 years,18-39,Man,Male,0,0,0,1,0,0,0,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",No change,Very worried,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Not at all,1,0,No change,I do not use cannabis,No change,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Occasionally or a moderate amount of the time (3-4 days),2,Live with others,0,0,0,0,No Kids,University diploma / degree,Married,"White (European, North American)",Prefer not to answer,Prefer not to answer,Urban area
72643,complete,English,2,"Yes, I agree to participate",Ontario,ON,18 to 29 years,18-39,Woman,Female,0,0,0,0,0,1,0,Not very worried,"I have continued working, but now I am working from home instead of my usual location",No change,Somewhat worried,Several days,Several days,Several days,Several days,Not at all,Several days,Not at all,2,0,Drink slightly less alcohol,0,No change,Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),2,Live with others,0,0,0,0,No Kids,University diploma / degree,Living with a partner,"White (European, North American)","$60,000  -  $79,999",40-79k,Urban area
3534,complete,English,2,"Yes, I agree to participate",Ontario,ON,30 to 39 years,18-39,Woman,Female,0,0,0,0,0,0,1,Very worried,"I am not currently working, or I have been laid off/let go, due to the pandemic",,Very worried,Nearly every day,Nearly every day,Nearly every day,Over half the days,Over half the days,Over half the days,Over half the days,5,5,Drink slightly more alcohol,1,Slightly more,Occasionally or a moderate amount of the time (3-4 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),2,Live with others,0,0,0,0,No Kids,University diploma / degree,Married,"White (European, North American)","$40,000  -  $59,999",40-79k,Urban area
107463,complete,English,2,"Yes, I agree to participate",Quebec,QC/ATL,18 to 29 years,18-39,Man,Male,0,0,0,0,0,0,1,Not at all worried,"I have continued working, but now I am working from home instead of my usual location",No change,Not very worried,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,3,0,No change,I do not use cannabis,No change,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Most or all of the time (5-7 days),4,Live with others,0,0,0,0,No Kids,University diploma / degree,Never married,"White (European, North American)","$140,000 or more",120k+,Suburban area
167102,complete,English,2,"Yes, I agree to participate",Quebec,QC/ATL,18 to 29 years,18-39,Woman,Female,0,0,0,1,0,0,0,Very worried,"I am not currently working, or I have been laid off/let go, due to the pandemic",,Very worried,Several days,Over half the days,Over half the days,Several days,Not at all,Nearly every day,Nearly every day,0,,No change,0,No change,Occasionally or a moderate amount of the time (3-4 days),Most or all of the time (5-7 days),Some or a little of the time (1-2 days),4,Live with others,0,0,0,0,No Kids,College diploma / degree,Never married,"White (European, North American)","$120,000  -  $139,999",120k+,Urban area
166840,complete,English,2,"Yes, I agree to participate",New Brunswick,QC/ATL,30 to 39 years,18-39,Woman,Female,0,0,1,0,0,1,0,Very worried,"I am not currently working, or I have been laid off/let go, due to the pandemic",,Somewhat worried,Over half the days,Not at all,Several days,Over half the days,Several days,Several days,Several days,1,1,Drink slightly less alcohol,0,No change,Rarely or none of the time (less than 1 day),Most or all of the time (5-7 days),Some or a little of the time (1-2 days),2,Live with others,0,0,0,0,No Kids,University diploma / degree,Living with a partner,"White (European, North American)",Prefer not to answer,Prefer not to answer,Suburban area
178837,complete,English,2,"Yes, I agree to participate",Newfoundland and Labrador,QC/ATL,30 to 39 years,18-39,Man,Male,0,0,0,0,1,0,0,Not very worried,"No change - I have continued working outside my home, as I always did",No change,Somewhat worried,Several days,Several days,Several days,Several days,Several days,Several days,Several days,2,0,No change,0,No change,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),1,Live alone,,,,,No Kids,College diploma / degree,Never married,"White (European, North American)","$40,000  -  $59,999",40-79k,Rural area
3490,complete,English,2,"Yes, I agree to participate",Ontario,ON,30 to 39 years,18-39,Woman,Female,0,0,0,0,0,0,1,Not at all worried,"I have continued working, but now I am working from home instead of my usual location",No change,Somewhat worried,Several days,Not at all,Not at all,Several days,Several days,Several days,Not at all,5,0,Drink slightly less alcohol,1,Slightly less,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Most or all of the time (5-7 days),2,Live with others,0,0,0,0,No Kids,College diploma / degree,Married,"White (European, North American)","$60,000  -  $79,999",40-79k,Urban area
131461,complete,English,2,"Yes, I agree to participate",Quebec,QC/ATL,18 to 29 years,18-39,Man,Male,0,0,0,0,1,0,0,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",Decreased a lot,Somewhat worried,Several days,Over half the days,Several days,Not at all,Not at all,Several days,Several days,4,0,Drink slightly more alcohol,0,No change,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Occasionally or a moderate amount of the time (3-4 days),1,Live alone,,,,,No Kids,College diploma / degree,Never married,"White (European, North American)","$20,000  -  $39,999",Less than 40k,Urban area
66708,complete,English,2,"Yes, I agree to participate",Ontario,ON,18 to 29 years,18-39,Woman,Female,0,0,0,0,0,0,1,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",Decreased somewhat,Somewhat worried,Over half the days,Over half the days,Over half the days,Over half the days,Over half the days,Over half the days,Over half the days,0,,Drink much less alcohol,0,No change,Most or all of the time (5-7 days),Most or all of the time (5-7 days),Most or all of the time (5-7 days),3,Live with others,0,0,0,0,No Kids,University diploma / degree,Never married,"Asian ? East (e.g., Chinese, Japanese, Korean)",Prefer not to answer,Prefer not to answer,Urban area
168646,complete,English,2,"Yes, I agree to participate",Ontario,ON,18 to 29 years,18-39,Woman,Female,1,0,0,0,0,0,0,Somewhat worried,"I have continued working, but now I am working from home instead of my usual location",Decreased a lot,Somewhat worried,Over half the days,Over half the days,Nearly every day,Nearly every day,Several days,Several days,Several days,2,1,Drink slightly more alcohol,I do not use cannabis,Prefer  not to answer,Occasionally or a moderate amount of the time (3-4 days),Occasionally or a moderate amount of the time (3-4 days),Occasionally or a moderate amount of the time (3-4 days),2,Live with others,0,0,0,0,No Kids,University diploma / degree,Never married,"White (European, North American)","less than $20,000",Less than 40k,Suburban area
